c		仙		8仙		7
c		办		办理证件		7
c		办		办理文凭		7
c		劳		劳动保障部		7
c		劳		劳教所		7
c		城		城管		7
c		基		基地组织		7
c		基		基督		7
c		原		原子能机构		7
c		去		去死		7
c		垃		垃圾		7
c		垃		垃圾游戏		7
c		做		做庄		7
c		做		做爱		7
c		博		博彩		7
c		半		半裸		7
c		博		博讯		7
c		华		华建敏		7
c		华		华国锋		7
c		十		十年动乱		7
c		十		十五周年		7
c		十		十八摸		7
c		卧		卧槽		7
c		卫		卫生部		7
c		卵		卵		7
c		卖		卖卡		7
c		卖		卖号		7
c		卖		卖党求荣		7
c		卖		卖国		7
c		卖		卖B		7
c		卖		卖财富		7
c		卖		卖软件		7
c		卖		卖逼		7
c		卖		卖ID		7
c		卖		卖比		7
c		南		南联盟		7
c		南		南蛮子		7
c		升		升达毕业证		7
c		反		反动		7
c		反		反华		7
c		反		反封锁技术		7
c		反		反共		7
c		反		反革命		7
c		反		反恐委员会		7
c		反		反日		7
c		反		反政府		7
c		口		口交		7
c		古		古方迷香		7
c		叫		叫小姐		7
c		叫		叫床		7
c		叫		叫春		7
c		可		可卡叶		7
c		可		可卡因		7
c		可		可待因		7
c		台		台办		7
c		台		台独		7
c		台		台联		7
c		台		台湾帝国		7
c		台		台湾党		7
c		台		台湾共和国		7
c		台		台湾国		7
c		台		台湾独立		7
c		台		台湾狗		7
c		台		台湾民国		7
c		叶		叶剑英		7
c		司		司法警官		7
c		司		司法部		7
c		叼		叼你		7
c		双		双峰		7
c		双		双峰微颤		7
c		双		双乳		7
c		双		双唇		7
c		双		双沟		7
c		变		变态		7
c		受		受虐狂		7
c		发		发奖大使		7
c		发		发奖使者		7
c		发		发展研究中心		7
c		发		发伦		7
c		发		发骚		7
c		发		发论		7
c		发		发轮		7
c		发		发抡		7
c		发		发正念		7
c		发		发改委		7
c		参		参事室		7
c		后		后台		7
c		后		后庭		7
c		吮		吮吸		7
c		吴		吴官正		7
c		吴		吴仪		7
c		吴		吴　仪		7
c		吴		吴邦国		7
c		吹		吹喇叭		7
c		吹		吹箫		7
c		吹		吹萧		7
c		同		同房		7
c		吃		吃屎		7
c		吵		吵屁		7
c		吗		吗啡		7
c		吗		吗的		7
c		吕		吕秀莲		7
c		坐		坐台		7
c		坐		坐台的		7
c		堕		堕胎		7
c		塞		塞你娘		7
c		塞		塞你公		7
c		塞		塞你老师		7
c		塞		塞你母		7
c		塞		塞白		7
c		声		声色场所		7
c		多		多党		7
c		多		多维周刊		7
c		多		多维社		7
c		多		多维网		7
c		多		多维新闻		7
c		大		大东亚共荣		7
c		大		大师		7
c		大		大会堂		7
c		大		大便		7
c		大		大B		7
c		大		大纪元		7
c		大		大盖帽		7
c		大		大花B		7
c		大		大血B		7
c		大		大血比		7
c		大		大鸡巴		7
c		大		大麻		7
c		大		大逼		7
c		大		大波波		7
c		大		大法		7
c		大		大法弟子		7
c		天		天安门		7
c		天		天安门事件		7
c		天		天皇		7
c		天		天鹅之旅		7
c		太		太子党		7
c		太		太监		7
c		夫		夫妻		7
c		夫		夫妻生活		7
c		夫		夫人		7
c		失		失密		7
c		失		失身		7
c		夜		夜情		7
c		夜		夜总会		7
c		外		外专局		7
c		外		外交部		7
c		外		外　挂		7
c		外		外_挂		7
c		外		外汇局		7
c		外		外挂		7
c		处		处女		7
c		奥		奥比		7
c		女		女友		7
c		女		女人逼		7
c		女		女优		7
c		女		女朋友		7
c		奶		奶妈		7
c		奶		奶子		7
c		奸		奸		7
c		她		她妈		7
c		奖		奖励大使		7
c		妳		妳娘的		7
c		妳		妳马的		7
c		妹		妹疼		7
c		妹		妹痛		7
c		妻		妻子		7
c		妈		妈卖妈屁		7
c		妈		妈B		7
c		妈		妈的		7
c		妈		妈祖		7
c		妈		妈逼		7
c		妈		妈比		7
c		妈		妈批		7
c		妓		妓		7
c		妓		妓女		7
c		妓		妓男		7
c		妓		妓院		7
c		姐		姐疼		7
c		姐		姐痛		7
c		姣		姣西		7
c		威		威而钢		7
c		威		威而柔		7
c		娘		娘子		7
c		婊		婊		7
c		婚		婚姻		7
c		婊		婊子		7
c		婚		婚礼		7
c		媳		媳妇		7
c		嫩		嫩B		7
c		嫖		嫖客		7
c		子		子女		7
c		子		子女任职名单		7
c		子		子弟		7
c		学		学潮		7
c		孽		孽种		7
c		孙		孙中山		7
c		孙		孙逸仙		7
c		孙		孙文		7
c		审		审计署		7
c		审		审江大联盟		7
c		客		客服		7
c		客		客户服务人员		7
c		宾		宾周		7
c		它		它妈		7
c		官		官商勾结		7
c		官		官逼民反		7
c		官		官方认证		7
c		宗		宗教		7
c		安		安南		7
c		安		安全局		7
c		宋		宋祖英		7
c		宋		宋楚瑜		7
c		对		对日强硬		7
c		对		对拜		7
c		密		密宗		7
c		密		密码		7
c		密		密洞		7
c		寇		寇晓伟		7
c		小		小学凶杀		7
c		小		小犬		7
c		小		小穴		7
c		小		小蜜		7
c		小		小肉粒		7
c		小		小J		7
c		小		小泉		7
c		小		小泉纯一郎		7
c		小		小日本		7
c		尻		尻		7
c		尼		尼玛		7
c		射		射精		7
c		尉		尉健行		7
c		屁		屁眼		7
c		屠		屠杀		7
c		屌		屌		7
c		屄		屄		7
c		屄		屄毛		7
c		巡		巡查员		7
c		工		工力		7
c		工		工作人员		7
c		工		工商局		7
c		巨		巨波		7
c		上		上妳		7
c		上		上床		7
c		上		上你		7
c		丁		丁子霖		7
c		丁		丁关根		7
c		不		不玩了		7
c		不		不要脸		7
c		不		不要L		7
c		不		不雅照		7
c		帝		帝国主义		7
c		两		两腿之间		7
c		两		两性		7
c		严		严方军		7
c		丫		丫头养的		7
c		丫		丫的		7
c		中		中华民国		7
c		中		中南海		7
c		中		中央		7
c		中		中宣部		7
c		中		中医药局		7
c		中		中共		7
c		中		中国		7
c		中		中科院		7
c		丰		丰乳		7
c		丰		丰胸翘臀		7
c		主		主席		7
c		主		主义		7
c		东		东升		7
c		东		东亚病夫		7
c		东		东突		7
c		希		希特勒		7
c		东		东条英机		7
c		希		希望之声		7
c		希		希拉克		7
c		布		布什		7
c		布		布莱尔		7
c		布		布雷尔		7
c		丈		丈夫		7
c		世		世界日报		7
c		专		专政		7
c		万		万税		7
c		三		三唑仑		7
c		三		三级		7
c		三		三级片		7
c		三		三陪		7
c		三		三民主义		7
c		下		下体		7
c		一		一夜情		7
c		一		一中一台		7
c		一		一党		7
c		一		一党专制		7
c		一		一国两制		7
c		一		一贯道		7
c		习		习近平		7
c		乡		乡巴佬		7
c		书		书记		7
c		买		买卖枪支		7
c		买		买财富		7
c		乱		乱摸		7
c		干		干她		7
c		干		干妳		7
c		干		干七八		7
c		干		干他		7
c		干		干你		7
c		干		干死你		7
c		干		干拎娘		7
c		乳		乳		7
c		乳		乳头		7
c		乳		乳罩		7
c		乳		乳沟		7
c		乳		乳房		7
c		幼		幼儿园凶杀		7
c		广		广电局		7
c		乔		乔石		7
c		交		交缠		7
c		交		交警		7
c		交		交通部		7
c		交		交杯		7
c		产		产权局		7
c		亲		亲嘴		7
c		亲		亲热		7
c		亲		亲民党		7
c		人		人大		7
c		人		人妖		7
c		人		人代会		7
c		人		人弹		7
c		人		人体炸弹		7
c		人		人权		7
c		人		人民		7
c		人		人民代表大会		7
c		人		人渣		7
c		二		二奶		7
c		二		二乙基酰胺		7
c		二		二B		7
c		二		二逼		7
c		五		五毛		7
c		五		五星红旗		7
c		底		底裤		7
c		代		代表大会		7
c		以		以茎至洞		7
c		建		建设部		7
c		他		他妈		7
c		他		他娘的		7
c		他		他命		7
c		他		他祖宗		7
c		他		他爹		7
c		他		他马的		7
c		他		他母亲		7
c		仆		仆街		7
c		伊		伊朗		7
c		伊		伊斯兰		7
c		伊		伊拉克		7
c		弟		弟大物勃		7
c		弟		弟子		7
c		弟		弟疼		7
c		弟		弟痛		7
c		张		张小平		7
c		张		张德江		7
c		张		张磊		7
c		张		张立昌		7
c		张		张潮阳		7
c		张		张朝阳		7
c		伱		伱妈		7
c		弱		弱智		7
c		强		强卫		7
c		强		强奸		7
c		强		强硬发言		7
c		强		强暴		7
c		强		强效失意药		7
c		异		异见人士		7
c		弓		弓虽女干		7
c		开		开苞		7
c		开		开房		7
c		住		住址		7
c		你		你吗的		7
c		你		你大爷		7
c		你		你妈		7
c		你		你妈的		7
c		你		你姥		7
c		你		你娘		7
c		你		你二大爷		7
c		你		你爷爷的		7
c		你		你爸		7
c		你		你老味		7
c		彭		彭真		7
c		佳		佳静安定片		7
c		作		作爱		7
c		何		何候华		7
c		佛		佛展千手法		7
c		佛		佛祖		7
c		佛		佛教		7
c		徐		徐光春		7
c		侦		侦探设备		7
c		侨		侨办		7
c		俞		俞正声		7
c		保		保姆		7
c		保		保密局		7
c		保		保监会		7
c		保		保证娇		7
c		保		保证媚		7
c		保		保证纯		7
c		保		保证骚		7
c		保		保钓		7
c		保		保险套		7
c		信		信访局		7
c		信		信息		7
c		快		快感		7
c		圣		圣女峰		7
c		地		地震局		7
c		北		北京之春		7
c		包		包皮		7
c		僵		僵贼民		7
c		初		初吻		7
c		初		初夜		7
c		初		初肛		7
c		初		初恋		7
c		删		删号		7
c		刘		刘少奇		7
c		刘		刘云山		7
c		刘		刘军		7
c		刘		刘　淇		7
c		刘		刘淇		7
c		刘		刘晓波		7
c		列		列宁		7
c		分		分裂祖国		7
c		切		切七		7
c		喝		喝月经		7
c		喷		喷你		7
c		喇		喇嘛		7
c		周		周恩来		7
c		周		周永康		7
c		呸		呸		7
c		呆		呆子		7
c		呆		呆瓜		7
c		催		催情药		7
c		傻		傻吊		7
c		傻		傻子		7
c		傻		傻B		7
c		傻		傻逼		7
c		傻		傻比		7
c		傅		傅作义		7
c		傅		傅鹏		7
c		哥		哥疼		7
c		哥		哥痛		7
c		哈		哈批		7
c		唐		唐家璇		7
c		售		售号		7
c		售		售软件		7
c		售		售ID		7
c		冯		冯正虎		7
c		冰		冰毒		7
c		冲		冲个屁		7
c		农		农业部		7
c		内		内衣		7
c		内		内裤		7
c		军		军委		7
c		军		军事委员会		7
c		军		军国主义		7
c		军		军长发威		7
c		凶		凶残		7
c		出		出售假币		7
c		出		出售神符		7
c		出		出售账号		7
c		出		出售枪支		7
c		出		出售此号		7
c		出		出售手枪		7
c		商		商务部		7
c		八		八九		7
c		八		八九学潮		7
c		八		八仙		7
c		公		公安		7
